Customer,Country,State Code,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
UL64533,US,OK,Oklahoma,No,Extended,High School or Below,1/22/11,Employed,M,65999,Urban,Married,237,1,14,0,6,Corporate Auto,Corporate L2,Hail,Agent,615.927769,Luxury SUV,Medsize
PF41800,US,MO,Missouri,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Urban,Married,65,19,56,0,3,Personal Auto,Personal L3,Collision,Call Center,308.15089,Four-Door Car,Medsize
AO98601,US,KS,Kansas,No,Basic,Bachelor,1/18/11,Employed,M,54500,Suburban,Married,63,28,17,0,6,Corporate Auto,Corporate L2,Collision,Agent,302.4,Two-Door Car,Small
SK67821,US,IA,Iowa,No,Basic,Bachelor,2/13/11,Employed,F,37260,Rural,Married,62,19,42,0,8,Corporate Auto,Corporate L1,Scratch/Dent,Web,15.437681,Four-Door Car,Medsize
YV55495,US,NE,Nebraska,No,Basic,High School or Below,1/15/11,Employed,F,68987,Urban,Married,71,11,40,0,6,Personal Auto,Personal L1,Collision,Branch,204.475147,Four-Door Car,Medsize
KY38074,US,MO,Missouri,No,Premium,Bachelor,01/08/2011,Employed,M,42305,Suburban,Married,117,10,62,0,2,Personal Auto,Personal L3,Collision,Agent,561.6,Four-Door Car,Small
DM79012,US,IA,Iowa,No,Extended,Master,02/06/2011,Employed,F,65706,Suburban,Married,91,19,86,0,8,Personal Auto,Personal L3,Hail,Web,436.8,Four-Door Car,Small
CM61827,US,IA,Iowa,No,Extended,Bachelor,1/25/11,Unemployed,M,0,Suburban,Single,90,7,79,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,648,Two-Door Car,Small
WC35801,US,NE,Nebraska,No,Basic,High School or Below,02/07/2011,Employed,M,53243,Rural,Divorced,66,4,15,2,1,Personal Auto,Personal L3,Collision,Call Center,157.397849,Four-Door Car,Medsize
QG25316,US,OK,Oklahoma,No,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Married,70,7,1,1,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,484.318536,Two-Door Car,Medsize
MB98372,US,IA,Iowa,Yes,Basic,College,01/11/2011,Employed,F,50071,Rural,Single,71,3,32,0,1,Corporate Auto,Corporate L3,Hail,Agent,18.918935,Two-Door Car,Medsize
IL19217,US,MO,Missouri,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Personal Auto,Personal L2,Hail,Agent,882.871945,Four-Door Car,Small
SR38658,US,NE,Nebraska,No,Basic,High School or Below,02/08/2011,Employed,M,43244,Suburban,Married,103,15,16,0,2,Personal Auto,Personal L2,Other,Agent,494.4,Sports Car,Medsize
DH41343,US,KS,Kansas,No,Basic,College,2/23/11,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Hail,Call Center,292.8,Four-Door Car,Large
HG65722,US,IA,Iowa,No,Premium,Doctor,1/25/11,Disabled,F,10105,Rural,Married,172,5,4,3,3,Personal Auto,Personal L2,Collision,Branch,0.517753,SUV,Medsize
BU27331,US,NE,Nebraska,No,Basic,Bachelor,1/31/11,Unemployed,M,0,Suburban,Single,73,7,57,3,5,Personal Auto,Personal L3,Scratch/Dent,Call Center,579.165954,Four-Door Car,Medsize
XM45289,US,IA,Iowa,No,Basic,High School or Below,01/02/2011,Employed,F,23218,Suburban,Single,71,7,10,0,4,Personal Auto,Personal L2,Other,Agent,447.79344,Two-Door Car,Medsize
KP34198,US,MO,Missouri,No,Extended,Bachelor,02/07/2011,Unemployed,F,0,Suburban,Married,92,11,77,0,1,Corporate Auto,Corporate L2,Hail,Call Center,529.624084,Four-Door Car,Medsize
SH90947,US,NE,Nebraska,No,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Married,62,11,56,0,1,Personal Auto,Personal L2,Other,Branch,313.023175,Four-Door Car,Medsize
WE95729,US,IA,Iowa,No,Basic,College,1/17/11,Employed,M,24804,Suburban,Married,104,1,28,0,2,Personal Auto,Personal L2,Collision,Agent,593.830288,SUV,Small
PY51963,US,MO,Missouri,Yes,Basic,Bachelor,01/11/2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Corporate Auto,Corporate L1,Collision,Web,508.8,SUV,Medsize
RB69909,US,OK,Oklahoma,No,Basic,High School or Below,2/21/11,Employed,F,36014,Rural,Married,69,4,40,3,2,Special Auto,Special L1,Other,Branch,173.956072,Four-Door Car,Medsize
XR95069,US,KS,Kansas,No,Basic,Bachelor,2/16/11,Employed,M,29834,Suburban,Single,64,19,44,0,3,Personal Auto,Personal L3,Other,Agent,307.2,Four-Door Car,Medsize
FR46645,US,MO,Missouri,No,Premium,Bachelor,1/17/11,Disabled,M,16701,Suburban,Married,113,20,26,0,1,Personal Auto,Personal L2,Collision,Branch,831.625979,Four-Door Car,Small
SY17488,US,NE,Nebraska,No,Extended,College,02/05/2011,Employed,F,46623,Suburban,Divorced,91,1,53,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,436.8,Four-Door Car,Small
AP67935,US,MO,Missouri,No,Basic,College,2/13/11,Employed,M,64749,Urban,Married,64,24,59,0,2,Special Auto,Special L2,Hail,Branch,302.56519,Four-Door Car,Medsize
FS37417,US,NE,Nebraska,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,101,29,12,0,1,Personal Auto,Personal L2,Collision,Call Center,484.8,SUV,Small
ML29312,US,IA,Iowa,No,Extended,High School or Below,1/28/11,Disabled,F,16969,Suburban,Divorced,124,34,47,2,1,Personal Auto,Personal L3,Collision,Call Center,704.768111,SUV,Medsize
UB61619,US,IA,Iowa,No,Premium,Master,2/28/11,Disabled,F,11621,Suburban,Divorced,108,4,98,0,1,Personal Auto,Personal L1,Collision,Agent,518.4,Four-Door Car,Medsize
CD86811,US,NE,Nebraska,Yes,Basic,Bachelor,01/02/2011,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L1,Collision,Agent,312,Four-Door Car,Medsize
RU83859,US,MO,Missouri,No,Premium,Bachelor,1/22/11,Medical Leave,F,11489,Suburban,Married,105,4,50,0,6,Personal Auto,Personal L3,Collision,Call Center,504,Two-Door Car,Small
FG63582,US,IA,Iowa,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,94,20,53,0,1,Personal Auto,Personal L3,Collision,Agent,863.327324,Two-Door Car,Small
NN71951,US,MO,Missouri,No,Basic,High School or Below,1/27/11,Employed,F,66525,Rural,Married,100,0,86,0,2,Personal Auto,Personal L3,Collision,Agent,104.331355,SUV,Medsize
WB37082,US,NE,Nebraska,No,Basic,Bachelor,1/23/11,Unemployed,F,0,Suburban,Single,63,21,28,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,676.391482,Four-Door Car,Large
SM52139,US,KS,Kansas,No,Basic,College,1/31/11,Employed,M,33663,Suburban,Married,73,29,71,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,350.4,Four-Door Car,Medsize
FL82372,US,IA,Iowa,No,Basic,College,1/26/11,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Collision,Agent,537.6,SUV,Medsize
DP45816,US,NE,Nebraska,No,Extended,High School or Below,01/10/2011,Employed,F,61486,Urban,Married,97,5,65,0,2,Personal Auto,Personal L3,Other,Branch,465.258644,Two-Door Car,Small
GW33762,US,IA,Iowa,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Collision,Call Center,456,Two-Door Car,Large
RZ33670,US,MO,Missouri,No,Premium,College,01/09/2011,Disabled,F,29879,Suburban,Married,102,17,0,0,2,Personal Auto,Personal L3,Scratch/Dent,Web,500.254235,Four-Door Car,Medsize
PY70169,US,IA,Iowa,No,Basic,High School or Below,2/24/11,Employed,M,93011,Rural,Divorced,113,17,12,0,2,Personal Auto,Personal L3,Other,Agent,281.451042,SUV,Medsize
MO91628,US,IA,Iowa,No,Basic,Master,02/11/2011,Employed,M,65186,Rural,Married,65,29,27,0,1,Personal Auto,Personal L2,Hail,Web,5.434505,Two-Door Car,Large
HW87852,US,IA,Iowa,No,Basic,Master,02/12/2011,Medical Leave,M,26840,Suburban,Married,64,1,47,2,1,Personal Auto,Personal L1,Collision,Agent,307.2,Four-Door Car,Medsize
HB20453,US,IA,Iowa,No,Basic,Bachelor,02/04/2011,Unemployed,M,0,Suburban,Single,104,30,3,1,5,Personal Auto,Personal L3,Collision,Agent,982.399613,Sports Car,Medsize
BN87372,US,IA,Iowa,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L3,Hail,Branch,467.803638,Two-Door Car,Medsize
YX23800,US,IA,Iowa,No,Basic,Bachelor,02/11/2011,Employed,M,38984,Suburban,Married,73,27,38,0,2,Personal Auto,Personal L3,Hail,Branch,350.4,Four-Door Car,Small
DZ87709,US,IA,Iowa,No,Basic,High School or Below,02/01/2011,Employed,F,71811,Rural,Single,71,17,48,0,6,Personal Auto,Personal L1,Hail,Call Center,29.03416,Four-Door Car,Medsize
XW13033,US,OK,Oklahoma,No,Basic,College,2/15/11,Employed,M,20961,Suburban,Married,67,20,33,0,2,Personal Auto,Personal L1,Hail,Agent,321.6,Four-Door Car,Medsize
LN31673,US,KS,Kansas,No,Extended,College,02/06/2011,Employed,M,38923,Rural,Married,99,6,83,2,2,Personal Auto,Personal L3,Collision,Agent,115.728852,Four-Door Car,Medsize
OM82309,US,MO,Missouri,No,Basic,Bachelor,2/27/11,Employed,M,61321,Rural,Single,186,0,30,1,2,Personal Auto,Personal L3,Hail,Branch,427.63121,Luxury Car,Small
ZU35962,US,MO,Missouri,No,Extended,College,1/26/11,Unemployed,F,0,Rural,Single,77,20,26,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,25.807685,Two-Door Car,Large
VH85817,US,MO,Missouri,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L3,Hail,Call Center,787.993313,Four-Door Car,Medsize
DT85712,US,MO,Missouri,No,Basic,Doctor,1/27/11,Employed,M,34378,Suburban,Married,102,12,54,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,489.6,SUV,Medsize
YJ88573,US,OK,Oklahoma,No,Basic,Master,1/16/11,Employed,M,43072,Suburban,Married,63,35,15,0,1,Personal Auto,Personal L3,Hail,Call Center,302.4,Four-Door Car,Large
SQ19467,US,IA,Iowa,No,Extended,College,1/27/11,Disabled,F,25222,Suburban,Single,90,28,69,0,3,Personal Auto,Personal L3,Hail,Agent,475.623251,Four-Door Car,Small
HF88410,US,KS,Kansas,No,Basic,High School or Below,2/28/11,Employed,M,36765,Suburban,Married,66,15,32,1,2,Personal Auto,Personal L2,Collision,Call Center,320.849072,Four-Door Car,Medsize
ET79815,US,MO,Missouri,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L1,Collision,Agent,460.8,Four-Door Car,Medsize
QC35222,US,MO,Missouri,No,Basic,Bachelor,01/01/2011,Employed,F,48269,Urban,Married,69,3,79,3,1,Corporate Auto,Corporate L2,Scratch/Dent,Web,282.151207,Four-Door Car,Medsize
CJ15590,US,IA,Iowa,No,Basic,Bachelor,02/01/2011,Employed,F,32720,Suburban,Divorced,67,13,12,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,321.6,Four-Door Car,Medsize
OI48267,US,MO,Missouri,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Collision,Branch,364.8,Four-Door Car,Medsize
JY67916,US,IA,Iowa,No,Premium,College,1/27/11,Medical Leave,M,21513,Suburban,Married,119,21,81,1,2,Personal Auto,Personal L3,Hail,Branch,679.827592,Two-Door Car,Small
OE75231,US,KS,Kansas,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Hail,Call Center,631.743039,Two-Door Car,Medsize
CZ33664,US,IA,Iowa,No,Basic,Bachelor,1/17/11,Employed,F,80744,Rural,Married,63,24,84,0,1,Corporate Auto,Corporate L3,Collision,Agent,11.879037,Four-Door Car,Medsize
WK30175,US,IA,Iowa,No,Basic,Bachelor,02/10/2011,Employed,M,52822,Suburban,Married,67,23,88,0,1,Corporate Auto,Corporate L1,Collision,Branch,350.529033,Two-Door Car,Small
ON44465,US,MO,Missouri,No,Extended,High School or Below,1/24/11,Unemployed,F,0,Suburban,Single,77,8,10,1,9,Personal Auto,Personal L2,Collision,Agent,863.3947,Four-Door Car,Medsize
TV87155,US,IA,Iowa,No,Basic,Bachelor,2/24/11,Employed,F,69738,Suburban,Married,74,2,26,1,2,Personal Auto,Personal L3,Collision,Branch,492.127532,Four-Door Car,Large
KH48895,US,NE,Nebraska,No,Basic,Master,2/15/11,Medical Leave,F,17780,Rural,Married,109,12,18,0,9,Personal Auto,Personal L3,Collision,Branch,132.588288,SUV,Medsize
NZ30757,US,MO,Missouri,No,Basic,Bachelor,2/16/11,Medical Leave,M,18107,Suburban,Married,62,29,11,0,8,Personal Auto,Personal L2,Collision,Agent,297.6,Four-Door Car,Medsize
RI22468,US,NE,Nebraska,No,Basic,Bachelor,1/22/11,Employed,F,57740,Urban,Married,74,30,87,3,9,Personal Auto,Personal L1,Scratch/Dent,Web,269.905129,Four-Door Car,Medsize
FZ30935,US,IA,Iowa,No,Extended,College,2/25/11,Employed,M,32627,Suburban,Married,76,11,60,0,7,Personal Auto,Personal L2,Collision,Agent,380.036697,Two-Door Car,Small
UG93476,US,MO,Missouri,Yes,Basic,College,01/11/2011,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L3,Collision,Agent,513.6,SUV,Medsize
AB96670,US,MO,Missouri,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L1,Collision,Branch,425.266308,Four-Door Car,Medsize
XK64261,US,IA,Iowa,No,Basic,Bachelor,01/12/2011,Employed,M,65795,Rural,Single,62,2,85,1,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,49.011099,Two-Door Car,Medsize
EV68375,US,MO,Missouri,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Hail,Branch,513.6,Four-Door Car,Medsize
UN51653,US,MO,Missouri,No,Extended,High School or Below,02/09/2011,Unemployed,F,0,Suburban,Single,130,28,88,0,4,Personal Auto,Personal L3,Collision,Web,936,SUV,Medsize
TO96662,US,IA,Iowa,No,Extended,Bachelor,1/19/11,Employed,F,41837,Rural,Married,88,29,93,0,9,Personal Auto,Personal L3,Collision,Call Center,142.062768,Four-Door Car,Small
MR52087,US,MO,Missouri,No,Basic,Bachelor,01/04/2011,Employed,F,32303,Rural,Married,65,13,34,0,2,Personal Auto,Personal L1,Scratch/Dent,Branch,45.152521,Four-Door Car,Medsize
DE75225,US,IA,Iowa,No,Basic,High School or Below,01/09/2011,Unemployed,M,0,Suburban,Married,117,5,89,1,3,Personal Auto,Personal L1,Collision,Agent,561.6,SUV,Medsize
EP80820,US,MO,Missouri,No,Basic,Bachelor,1/27/11,Employed,F,40531,Rural,Married,74,17,32,0,9,Personal Auto,Personal L3,Collision,Agent,30.567357,Two-Door Car,Medsize
GU99037,US,IA,Iowa,No,Basic,College,2/14/11,Employed,M,79898,Urban,Married,62,5,86,1,1,Corporate Auto,Corporate L1,Other,Agent,271.606799,Four-Door Car,Medsize
WI57118,US,MO,Missouri,No,Extended,College,2/27/11,Employed,M,56398,Suburban,Married,85,4,18,0,7,Personal Auto,Personal L3,Other,Agent,408,Four-Door Car,Small
YQ74870,US,KS,Kansas,No,Extended,High School or Below,02/12/2011,Employed,M,35257,Suburban,Divorced,98,16,2,1,8,Corporate Auto,Corporate L2,Hail,Web,470.4,Four-Door Car,Small
MQ14219,US,NE,Nebraska,No,Basic,College,2/26/11,Employed,M,27804,Suburban,Married,109,19,54,0,7,Personal Auto,Personal L3,Hail,Branch,784.8,SUV,Medsize
KN20603,US,IA,Iowa,No,Basic,Bachelor,2/20/11,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal Auto,Personal L3,Collision,Agent,316.8,Four-Door Car,Medsize
CR48975,US,KS,Kansas,No,Basic,High School or Below,02/02/2011,Employed,M,65196,Suburban,Married,67,0,54,0,2,Personal Auto,Personal L2,Other,Branch,396.082036,Four-Door Car,Medsize
JI70886,US,MO,Missouri,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Married,102,11,70,1,3,Corporate Auto,Corporate L2,Collision,Agent,489.6,SUV,Medsize
VF72557,US,IA,Iowa,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Hail,Agent,638.4,SUV,Medsize
OX28638,US,NE,Nebraska,No,Extended,High School or Below,1/21/11,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal Auto,Personal L3,Hail,Branch,465.633954,Two-Door Car,Medsize
SK55033,US,MO,Missouri,No,Basic,Bachelor,1/15/11,Employed,F,92711,Suburban,Single,62,24,10,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,368.400146,Two-Door Car,Medsize
OO88645,US,MO,Missouri,No,Extended,College,02/05/2011,Employed,F,74665,Urban,Married,78,10,90,2,1,Corporate Auto,Corporate L2,Hail,Call Center,236.902001,Four-Door Car,Medsize
YT36855,US,KS,Kansas,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,582.679087,Two-Door Car,Medsize
CW82151,US,MO,Missouri,No,Basic,Bachelor,01/05/2011,Employed,M,46833,Rural,Married,112,6,3,0,9,Personal Auto,Personal L3,Collision,Call Center,64.109663,Sports Car,Medsize
DY22043,US,IA,Iowa,No,Basic,High School or Below,1/28/11,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal Auto,Personal L3,Scratch/Dent,Branch,326.4,Two-Door Car,Small
SH36774,US,MO,Missouri,No,Basic,High School or Below,01/12/2011,Employed,M,28262,Suburban,Single,192,9,77,0,3,Personal Auto,Personal L3,Scratch/Dent,Web,921.6,Luxury SUV,Medsize
EM43724,US,OK,Oklahoma,No,Basic,Bachelor,2/16/11,Employed,F,33555,Rural,Married,63,17,11,0,1,Personal Auto,Personal L3,Collision,Agent,101.89645,Four-Door Car,Medsize
FH85960,US,IA,Iowa,No,Premium,College,01/03/2011,Employed,M,42780,Suburban,Divorced,113,10,27,1,2,Personal Auto,Personal L2,Collision,Call Center,542.4,Four-Door Car,Medsize
XA55993,US,IA,Iowa,No,Extended,Master,02/07/2011,Employed,F,58850,Rural,Single,78,20,26,0,1,Personal Auto,Personal L3,Hail,Branch,143.747794,Four-Door Car,Medsize
GO36627,US,NE,Nebraska,No,Extended,College,1/13/11,Employed,M,21880,Urban,Married,97,29,37,0,1,Special Auto,Special L2,Collision,Branch,424.077159,Four-Door Car,Medsize
QH48047,US,IA,Iowa,Yes,Basic,College,01/03/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Hail,Web,316.8,Four-Door Car,Medsize
RB50392,US,KS,Kansas,No,Basic,Master,2/17/11,Unemployed,F,0,Rural,Married,69,9,12,0,2,Personal Auto,Personal L1,Hail,Agent,2.704934,Four-Door Car,Medsize
UH65059,US,NE,Nebraska,No,Basic,High School or Below,1/21/11,Employed,M,24188,Suburban,Married,109,14,82,0,1,Personal Auto,Personal L3,Collision,Agent,523.2,Sports Car,Medsize
FV21968,US,OK,Oklahoma,No,Basic,Bachelor,1/26/11,Employed,F,41611,Rural,Married,74,14,8,0,8,Special Auto,Special L2,Collision,Branch,113.801497,Four-Door Car,Medsize
QA87025,US,IA,Iowa,No,Basic,Bachelor,1/31/11,Employed,F,28406,Urban,Married,72,16,35,1,4,Personal Auto,Personal L3,Collision,Call Center,192.87572,Four-Door Car,Medsize
TQ13499,US,NE,Nebraska,No,Premium,College,01/02/2011,Employed,M,69833,Suburban,Married,118,32,99,0,1,Personal Auto,Personal L3,Collision,Agent,828.662719,Four-Door Car,Small
BU44523,US,NE,Nebraska,No,Basic,High School or Below,02/07/2011,Unemployed,F,0,Suburban,Single,74,15,91,0,2,Corporate Auto,Corporate L2,Collision,Web,532.8,Four-Door Car,Small
MS41162,US,NE,Nebraska,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117,6,1,0,1,Personal Auto,Personal L3,Collision,Agent,975.107098,SUV,Medsize
PU25891,US,IA,Iowa,No,Basic,High School or Below,01/11/2011,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Collision,Branch,53.798708,Sports Car,Medsize
RB81636,US,KS,Kansas,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Hail,Agent,606.642452,Four-Door Car,Small
SX26335,US,IA,Iowa,No,Extended,College,02/08/2011,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Other,Branch,289.9122,Four-Door Car,Medsize
